Site Id,Facility Type,Loc Id,Effective Date,Region,ADO,State Id,State Name,County,County State,City,Name,Ownership,Use,Owner,Owner Address,"Owner City, State, Zip",Owner Phone,Manager,Manager Address,"Manager City, State, Zip",Manager Phone,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,ARP Method,Elevation,Elevation Method,Magnetic Variation,Magnetic Variation Year,Traffic Pattern Altitude,Sectional,Distance From CBD,Direction From CBD,Land Area,ARTCC Id,ARTCC Computer ID,ARTCC Name,Responsible ARTCC Id,Responsible ARTCC Computer Id,Responsible ARTCC Name,Tie In FSS,Tie In FSS Id,Tie In FSS Name,FSS Phone Number,FSS Toll Free Number,Alternate FSS Id,Alternate FSS Name,Alternate FSS Toll Free Number,NOTAM Facility Id,NOTAM Service,Activation Date,Airport Status Code,Certification Type Date,Federal Agreements,Airspace Determination,Customs Airport Of Entry,Customs Landing Rights,Military Joint Use,Military Landing Rights,Inspection Method,Inspection Group,Last Inspection Date,Last Owner Information Date,Fuel Types,Airframe Repair,Power Plant Repair,Bottled Oxygen Type,Bulk Oxygen Type,Lighting Schedule,Beacon Schedule,ATCT,UNICOM,CTAF,Segmented Circle,Beacon Color,Non Commercial Landing Fee,Medical Use,Single Engine Aircraft,Multi Engine Aircraft,Jet Engine Aircraft,Helicopters,Gliders Operational,Military Operational,Ultralights,Commercial Operations,Commuter Operations,Air Taxi Operations,GA Local Operations,GA Itin Operations,Military Operations,Operations Date,Airport Position Source,Airport Position Source Date,Airport Elevation Source,Airport Elevation Source Date,Fuel Available,Transient Storage,Other Services,Wind Indicator,Icao Id,NPIAS Hub,NPIAS Role
27383.*A,AIRPORT,C29,2021-02-25,AGL,CHI,WI,WISCONSIN,DANE,WI,MIDDLETON,MIDDLETON MUNI - MOREY FLD,PU,PU,CITY OF MIDDLETON,7426 HUBBARD AVENUE,"MIDDLETON, WI 53562",608-827-1050,RICHARD MOREY,"8300 AIRPORT ROAD, 7426 HUBBARD AVE","MIDDLETON, WI 53562",608-836-1711,043-06-51.5900N,155211.5880N,089-31-53.9400W,0322313.9360W,E,928,S,01W,2000,,CHICAGO,05,NW,258,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,1948-09-01,O,,N,NOT ANALYZED,N,N,N,N,S,S,2020-07-16,,100LL A,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,N,123.000,123.000,N,CG,N,,82,8,1,4,0,0,0,,,2500,25000,13000,10,2020-07-16,FAA-EST,2020-01-24,3RD PARTY SURVEY,2018-05-31,,"HGR,TIE","CHTR,INSTR,RNTL",Y-L,,N/A,Regional
27400.1*A,AIRPORT,EFT,2021-02-25,AGL,CHI,WI,WISCONSIN,GREEN,WI,MONROE,MONROE MUNI,PU,PU,CITY OF MONROE,1110 18TH AVENUE,"MONROE, WI 53566",608-329-4101,ROB DRIVER,W4711 HWY 59,"MONROE, WI 53566",(608) 329-7777,042-36-53.6400N,153413.6425N,089-35-25.4500W,0322525.4522W,E,1085.5,S,00E,1985,,CHICAGO,03,NE,257,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,EFT,Y,1963-11-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-05-22,,100LL A,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,N,123.050,123.050,N,CG,N,,37,0,1,0,0,0,0,,,500,8400,8100,300,2019-05-22,FAA,2011-08-23,3RD PARTY SURVEY,2009-06-26,,"HGR,TIE","INSTR,RNTL",Y-L,KEFT,N/A,Local
27408.2*A,AIRPORT,DAF,2021-02-25,AGL,CHI,WI,WISCONSIN,JUNEAU,WI,NECEDAH,NECEDAH,PU,PU,VILLAGE OF NECEDAH,VILLAGE HALL,"NECEDAH, WI 54646",608-565-2261,JACK JASINSKI,W6827 20TH STREET W,"NECEDAH, WI 54646",608-547-3411,044-02-00.4000N,158520.4000N,090-05-06.4000W,0324306.4000W,E,919.3,S,01W,2000,,GREEN BAY,01,NW,93,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,1965-12-01,O,,,CONDITIONAL,,,,,S,S,2019-08-21,,,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.700,122.700,Y,CG,N,,9,,,,,,,,,50,5500,3400,,2019-08-21,3RD PARTY SURVEY,2010-07-23,3RD PARTY SURVEY,2010-07-23,,TIE,,Y-L,KDAF,,
27415.1*A,AIRPORT,VIQ,2021-02-25,AGL,CHI,WI,WISCONSIN,CLARK,WI,NEILLSVILLE,NEILLSVILLE MUNI,PU,PU,CITY OF NEILLSVILLE,CITY HALL,"NEILLSVILLE, WI 54456",715-743-2105,HAROLD GAIER,N3770 MILLER AVE,"NEILLSVILLE, WI 54456",715-743-4400,044-33-29.2000N,160409.2000N,090-30-44.1000W,0325844.1000W,E,1237.5,S,01W,2000,,GREEN BAY,03,E,169,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,1974-04-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2018-09-21,,100LL,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,N,CG,N,,19,0,0,0,0,0,0,,,500,4000,3000,20,2018-09-21,FAA,2011-07-29,3RD PARTY SURVEY,2010-02-11,,"HGR,TIE","INSTR,RNTL",Y-L,KVIQ,N/A,Local
27419.*A,AIRPORT,8D1,2021-02-25,AGL,CHI,WI,WISCONSIN,CALUMET,WI,NEW HOLSTEIN,NEW HOLSTEIN MUNI,PU,PU,CITY OF NEW HOLSTEIN,2110 WASHINGTON ST,"NEW HOLSTEIN, WI 53061",920-898-5766,CASSANDRA LAGENFELD,2110 WISCONSIN ST,"NEW HOLSTEIN, WI 53061",920-898-5766,043-56-38.7800N,158198.7765N,088-06-53.4300W,0317213.4301W,E,992.2,S,03W,2010,,CHICAGO,01,W,267,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,1958-09-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-06-10,,100LL,MAJOR,MAJOR,,,SEE RMK,SS-SR,N,123.000,123.000,Y,CG,N,,19,0,0,0,0,0,0,,,200,4000,3500,200,2020-06-10,FAA,2011-04-05,3RD PARTY SURVEY,2010-01-29,,"HGR,TIE",,Y-L,,N/A,Local
27427.1*A,AIRPORT,RNH,2021-02-25,AGL,CHI,WI,WISCONSIN,ST CROIX,WI,NEW RICHMOND,NEW RICHMOND RGNL,PU,PU,CITY OF NEW RICHMOND,156 E FIRST ST,"NEW RICHMOND, WI 54017",715-246-4268,MIKE DEMULLING,156 E FIRST STREET,"NEW RICHMOND, WI 54017",715-246-7735,045-08-52.0000N,162532.0000N,092-32-21.0000W,0333141.0000W,E,997.9,S,02E,1995,,GREEN BAY,02,N,424,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,RNH,Y,1964-07-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2018-06-18,,100LL A MOGAS,MAJOR,MAJOR,LOW,NONE,SEE RMK,SS-SR,N,122.975,122.975,Y,CG,N,,156,20,8,5,1,6,5,,,2000,22000,20000,500,2018-06-18,3RD PARTY SURVEY,2007-10-31,3RD PARTY SURVEY,2007-10-31,,"HGR,TIE","CHTR,INSTR,RNTL,SALES",Y-L,KRNH,N/A,Local
27450.*A,AIRPORT,OCQ,2021-02-25,AGL,CHI,WI,WISCONSIN,OCONTO,WI,OCONTO,OCONTO-J DOUGLAS BAKE MUNI,PU,PU,OCONTO CITY AND COUNTY,1210 MAIN STREET,"OCONTO, WI 54153",920-834-7711,FRANK CALVERT,2983 AIRPORT RD,"OCONTO, WI 54153",920-834-7727,044-52-26.6000N,161546.6001N,087-54-35.1700W,0316475.1738W,E,604.4,S,03W,1995,,GREEN BAY,02,SW,238,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,1948-03-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2018-09-13,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,27,0,0,0,0,0,0,,,100,5000,6500,20,2018-09-13,FAA,2010-08-13,3RD PARTY SURVEY,2009-10-26,,"HGR,TIE",INSTR,Y-L,KOCQ,N/A,Local
27475.1*A,AIRPORT,88C,2021-02-25,AGL,CHI,WI,WISCONSIN,JEFFERSON,WI,PALMYRA,PALMYRA MUNI,PU,PU,PALMYRA TOWNSHIP,P O BOX 163,"PALMYRA, WI 53156",262-495-4342,BOB ZERULL,PO BOX 348,"PALMYRA, WI 53156",262-361-2911,042-53-00.7600N,154380.7600N,088-35-59.7000W,0318959.7000W,E,851,S,01W,1985,,CHICAGO,00,NW,156,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,1949-05-01,O,,N1,NOT ANALYZED,,,N,,S,S,2019-08-28,,,NONE,NONE,NONE,NONE,SEE RMK,,N,,122.900,Y,,N,,62,0,0,1,0,0,0,,,0,8000,6000,0,2019-08-28,FAA-EST,2012-12-05,,,,TIE,INSTR,Y-L,,N/A,Local
27476.2*A,AIRPORT,PKF,2021-02-25,AGL,CHI,WI,WISCONSIN,PRICE,WI,PARK FALLS,PARK FALLS MUNI,PU,PU,CITY OF PARK FALLS,CITY HALL 400 4TH AVE SOUTH,"PARK FALLS, WI 54552",715-762-2436,SPIKE MACGREGOR,1048 MARIAN LANE,"PARK FALLS, WI 54552",(715) 661-3500,045-57-18.3300N,165438.3263N,090-25-27.9600W,0325527.9642W,E,1500.9,S,01W,2000,,GREEN BAY,02,NE,72,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,1966-06-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-08-19,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.900,N,CG,N,,9,0,0,0,0,0,0,,,200,2700,3850,,2020-08-19,FAA,2011-11-01,3RD PARTY SURVEY,2010-11-02,,TIE,,Y-L,KPKF,N/A,Basic
27490.1*A,AIRPORT,PVB,2021-02-25,AGL,CHI,WI,WISCONSIN,GRANT,WI,PLATTEVILLE,PLATTEVILLE MUNI,PU,PU,CITY OF PLATTEVILLE,75 N BONSON,"PLATTEVILLE, WI 53818",608-348-9741,ANDY LANGE,5157 HWY 80 SOUTH,"PLATTEVILLE, WI 53818",608-348-3582,042-41-21.7000N,153681.7000N,090-26-39.8000W,0325599.8000W,E,1024.8,S,01W,2010,,CHICAGO,03,SE,533,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,1965-10-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2018-05-24,,100LL A,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,SEE RMK,SS-SR,N,122.700,122.700,N,CG,N,,18,1,2,0,0,0,0,,,500,10000,10000,50,2018-05-24,3RD PARTY SURVEY,2008-09-07,3RD PARTY SURVEY,2008-09-07,,"HGR,TIE","INSTR,RNTL",Y-L,KPVB,N/A,Local
27496.*A,AIRPORT,C47,2021-02-25,AGL,CHI,WI,WISCONSIN,COLUMBIA,WI,PORTAGE,PORTAGE MUNI,PU,PU,CITY OF PORTAGE,115 PLEASANT,"PORTAGE, WI 53901",608-742-2176,ERIC PETERSON,"1011 SILVER LAKE DRIVE, BOX 319","PORTAGE, WI 53901",608-566-1343,043-33-37.1000N,156817.1000N,089-28-58.3000W,0322138.3000W,E,824,S,03W,2020,,CHICAGO,02,NW,106,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,1941-10-01,O,,N,NOT ANALYZED,N,N,N,Y,S,S,2020-06-17,1991-09-27,100LL UL91,NONE,NONE,NONE,NONE,,SS-SR,N,122.700,122.700,Y,CG,N,,22,0,0,0,0,0,0,,,50,2000,2500,200,2020-06-17,3RD PARTY SURVEY,2011-11-30,3RD PARTY SURVEY,2011-11-30,,"HGR,TIE",,Y,,N/A,Local
27505.*A,AIRPORT,PDC,2021-02-25,AGL,CHI,WI,WISCONSIN,CRAWFORD,WI,PRAIRIE DU CHIEN,PRAIRIE DU CHIEN MUNI,PU,PU,CITY OF PRAIRIE DU CHIEN,P O BOX 324,"PRAIRIE DU CHIEN, WI 53821",608-326-6406,RICHARD YEOMANS,37735 US HWY 18,"PRAIRIE DU CHIEN, WI 53821",608-326-2118,043-01-09.4300N,154869.4270N,091-07-25.4400W,0328045.4380W,E,660.3,S,00E,2000,,CHICAGO,02,SE,257,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,PDC,Y,1947-09-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-05-30,,100LL A,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,11,1,0,0,0,0,0,,,500,7200,4550,50,2019-05-30,FAA,2011-07-15,3RD PARTY SURVEY,2009-06-13,,TIE,,Y-L,KPDC,N/A,Basic
27507.1*A,AIRPORT,5N2,2021-02-25,AGL,CHI,WI,WISCONSIN,PRICE,WI,PRENTICE,PRENTICE,PU,PU,VILLAGE OF PRENTICE,403 CENTER ST,"PRENTICE, WI 54556",715-428-2124,DALE HEIKKINEN,PO BOX 108,"PRENTICE, WI 54556",715-360-2000,045-32-18.0000N,163937.9965N,090-16-34.8100W,0324994.8055W,E,1578.5,S,00E,1985,,GREEN BAY,01,E,28,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,1968-04-01,O,,,CONDITIONAL,,,,,S,S,2020-08-19,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,123.000,123.000,Y,CG,N,,,,,,,,,,,20,500,1000,,2020-08-19,FAA-EST,2019-03-14,STATE,2019-03-11,,TIE,,Y-L,,,
27484.*A,AIRPORT,PBH,2021-02-25,AGL,CHI,WI,WISCONSIN,PRICE,WI,PHILLIPS,PRICE COUNTY,PU,PU,PRICE COUNTY,126 CHERRY ST.,"PHILLIPS, WI 54555",715-339-3325,MICHAEL BRILL,N1215 AIRPORT RD,"PHILLIPS, WI 54555",715-339-3701,045-42-31.8000N,164551.8000N,090-24-09.0000W,0325449.0000W,E,1497.1,S,00E,1985,,GREEN BAY,01,NW,518,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,PBH,Y,1945-05-01,O,,NGY,NO OBJECTION,N,N,N,N,S,S,2020-08-19,,100LL A UL94,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,15,0,0,0,0,0,0,,,2800,8000,7200,100,2020-08-19,3RD PARTY SURVEY,2013-08-06,3RD PARTY SURVEY,2013-08-06,,TIE,INSTR,Y-L,KPBH,N/A,Local
27518.*A,AIRPORT,C35,2021-02-25,AGL,CHI,WI,WISCONSIN,SAUK,WI,REEDSBURG,REEDSBURG MUNI,PU,PU,CITY OF REEDSBURG,ARPT COMSN 200 VINE STREET,"REEDSBURG, WI 53959",608-524-2396,TOM PARKER,1720 E MAIN,"REEDSBURG, WI 53959",608-524-2322,043-31-33.2400N,156693.2367N,089-58-59.6000W,0323939.5980W,E,906.2,S,00E,1985,,CHICAGO,01,E,153,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,1948-04-01,O,,N,NO OBJECTION,N,N,N,Y,S,S,2018-08-02,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,19,1,0,0,0,0,0,,,250,6750,7150,150,2018-08-02,FAA,2011-06-03,3RD PARTY SURVEY,2010-10-19,,"HGR,TIE","INSTR,RNTL",Y-L,,N/A,Local
27524.*A,AIRPORT,RHI,2021-02-25,AGL,CHI,WI,WISCONSIN,ONEIDA,WI,RHINELANDER,RHINELANDER-ONEIDA COUNTY,PU,PU,RHINELANDER & ONEIDA CO.,3375 AIRPORT ROAD,"RHINELANDER, WI 54501",715-365-3416,MATTHEW LEITNER,3375 AIRPORT RD,"RHINELANDER, WI 54501",715-365-3418,045-37-51.2400N,164271.2390N,089-27-59.8600W,0322079.8615W,E,1623.6,S,03W,2010,,GREEN BAY,02,SW,1259,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,RHI,Y,1944-05-01,O,I A S 05/1973,NGSY,NO OBJECTION,N,N,N,Y,F,F,2019-08-21,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,123.000,123.000,Y,CG,N,,36,3,2,1,,,,1460,,1400,12000,10000,0,2019-12-31,FAA,2011-08-17,3RD PARTY SURVEY,2009-10-22,,"HGR,TIE","AFRT,CHTR,INSTR,RNTL,SALES",Y-L,KRHI,Non-Hub,
27527.1*A,AIRPORT,RPD,2021-02-25,AGL,CHI,WI,WISCONSIN,BARRON,WI,RICE LAKE,RICE LAKE RGNL - CARL'S FLD,PU,PU,CITY OF RICE LAKE,CITY HALL,"RICE LAKE, WI 54868",715-234-7800,JOE ROBBINS,1872 14 1/2 AVE,"CAMERON, WI 54822",(715) 458-4400,045-25-12.4000N,163512.4000N,091-46-24.0000W,0330384.0000W,E,1109.2,S,01E,1995,,GREEN BAY,05,SW,750,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,RPD,Y,1995-07-01,O,,N,CONDITIONAL,,,,,S,S,2020-07-23,,100LL A,MAJOR,MAJOR,HIGH,HIGH,SEE RMK,SS-SR,N,122.700,122.700,Y,CG,,,27,3,2,2,0,0,0,,,2700,6500,18300,150,2020-07-23,3RD PARTY SURVEY,2011-03-11,3RD PARTY SURVEY,2011-03-11,,"HGR,TIE","CHTR,INSTR,RNTL,SALES",Y-L,KRPD,N/A,Local
27625.*A,AIRPORT,SUW,2021-02-25,AGL,CHI,WI,WISCONSIN,DOUGLAS,WI,SUPERIOR,RICHARD I BONG,PU,PU,CITY OF SUPERIOR,,"SUPERIOR, WI 54880",715-394-0282,WILLIAM AMORDE,4804 HAMMOND AVE,"SUPERIOR, WI 54880",715-394-0282,046-41-22.8600N,168082.8627N,092-05-40.7100W,0331540.7111W,E,674.4,S,01W,2015,,GREEN BAY,03,S,571,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,SUW,Y,1937-10-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2019-08-14,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.700,122.700,N,CG,N,,44,8,0,0,0,0,0,,,700,9000,9500,50,2019-08-14,3RD PARTY SURVEY,2010-12-14,3RD PARTY SURVEY,2009-06-01,,"HGR,TIE","INSTR,PAJA,RNTL",Y-L,KSUW,N/A,Local
27530.4*A,AIRPORT,93C,2021-02-25,AGL,CHI,WI,WISCONSIN,RICHLAND,WI,RICHLAND CENTER,RICHLAND,PU,PU,CITY OF RICHLAND CENTER,450 S MAIN ST,"RICHLAND CENTER, WI 53581",608-647-3466,DAVID FRY,450 S MAIN ST,"RICHLAND CENTER, WI 53581",(608) 604-0398,043-17-00.0900N,155820.0870N,090-17-53.8100W,0325073.8150W,E,742,S,02E,1980,,CHICAGO,04,SE,105,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,1947-01-01,O,,N1,NO OBJECTION,N,N,N,N,S,S,2019-05-30,,100LL,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,,122.900,Y,CG,N,,14,0,0,0,0,0,0,,,100,5000,4000,100,2019-05-30,NACO,2002-07-23,,,,TIE,INSTR,Y-L,,N/A,Local
27308.*A,AIRPORT,RCX,2021-02-25,AGL,CHI,WI,WISCONSIN,RUSK,WI,LADYSMITH,RUSK COUNTY,PU,PU,RUSK COUNTY,311 MINER AVE E,"LADYSMITH, WI 54848",715-532-2635,ANDY ALBARADO,311 MINER AVE E,"LADYSMITH, WI 54848",(715) 532-2635,045-29-47.7100N,163787.7083N,091-00-00.6700W,0327600.6748W,E,1239.6,S,00E,1995,,GREEN BAY,04,NE,240,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,RCX,Y,,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-07-23,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,18,1,0,0,0,0,0,,,800,4500,2750,20,2020-07-23,FAA,2010-11-02,3RD PARTY SURVEY,2009-10-23,,TIE,INSTR,Y-L,KRCX,N/A,Local
27254.*A,AIRPORT,HYR,2021-02-25,AGL,CHI,WI,WISCONSIN,SAWYER,WI,HAYWARD,SAWYER COUNTY,PU,PU,SAWYER COUNTY,COURTHOUSE,"HAYWARD, WI 54843",715-634-4866,PATTY LESLIE,10930 N ARPT RD,"HAYWARD, WI 54843",715-634-4624,046-01-30.9600N,165690.9579N,091-26-39.3500W,0329199.3539W,E,1216,S,00E,2000,,GREEN BAY,02,NE,471,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,HYR,Y,,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2018-07-11,,100LL A,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,N,CG,N,,15,0,2,0,0,0,0,,,2000,3500,6000,100,2018-07-11,FAA,2014-06-19,3RD PARTY SURVEY,2009-05-02,,"HGR,TIE","INSTR,RNTL",Y-L,KHYR,N/A,Local
27562.*A,AIRPORT,EZS,2021-02-25,AGL,CHI,WI,WISCONSIN,SHAWANO,WI,SHAWANO,SHAWANO MUNI,PU,PU,SHAWANO CITY AND CO,311 N. MAIN ST,"SHAWANO, WI 54166",715-526-2230,CLARENCE SCHAMPERS,N5468 CO RD HHH,"SHAWANO, WI 54166",715-526-2465,044-47-14.3000N,161234.3010N,088-33-36.0500W,0318816.0520W,E,812.8,S,02W,1995,,GREEN BAY,01,NE,342,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,1945-03-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-06-24,,100LL,MAJOR,MINOR,,,SEE RMK,SS-SR,N,122.800,122.800,N,CG,N,,26,0,0,0,0,0,0,,,200,6000,6200,300,2020-06-24,FAA,2010-11-18,STATE,2006-03-24,,TIE,"INSTR,RNTL",Y-L,KEZS,N/A,Local
27570.*A,AIRPORT,SBM,2021-02-25,AGL,CHI,WI,WISCONSIN,SHEBOYGAN,WI,SHEBOYGAN,SHEBOYGAN COUNTY MEML,PU,PU,SHEBOYGAN COUNTY,N6180 RESOURCE DRIVE,"SHEBOYGAN FALLS, WI 53085",920-467-2978,MATTHEW GRENOBLE,N6180 RESOURCE DR.,"SHEBOYGAN FALLS, WI 53085",920-467-2978,043-46-11.2000N,157571.2000N,087-51-06.2000W,0316266.2000W,E,755.2,S,02W,1990,800,CHICAGO,03,NW,737,ZAU,ZCG,CHICAGO,ZAU,ZCG,CHICAGO,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,SBM,Y,1946-10-01,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,2020-06-10,,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.700,122.700,Y,CG,N,,37,6,6,0,0,0,0,,,5000,20000,18000,200,2020-06-10,3RD PARTY SURVEY,2011-11-13,3RD PARTY SURVEY,2011-11-13,,"HGR,TIE",,Y,KSBM,N/A,Regional
27572.*A,AIRPORT,SSQ,2021-02-25,AGL,CHI,WI,WISCONSIN,WASHBURN,WI,SHELL LAKE,SHELL LAKE MUNI,PU,PU,CITY OF SHELL LAKE,"CITY HALL, P O BOX 520","SHELL LAKE, WI 54871",715-468-7679,GERRY WINCH,"41 RIDGEWAY DR, P.O. BOX 520","SHELL LAKE, WI 54871",(715) 296-3638,045-43-52.9700N,164632.9700N,091-55-14.3800W,0330914.3800W,E,1233.1,S,01E,2000,,GREEN BAY,01,SE,132,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,,O,,N,NO OBJECTION,N,N,N,N,S,S,2018-07-11,,,NONE,NONE,NONE,NONE,SEE RMK,SS-SR,N,122.800,122.800,Y,CG,N,,11,0,0,0,0,0,0,,,500,6000,6000,100,2018-07-11,STATE,2007-11-01,STATE,2007-11-01,,"HGR,TIE",,Y-L,KSSQ,N/A,Basic
27577.1*A,AIRPORT,OLG,2021-02-25,AGL,CHI,WI,WISCONSIN,DOUGLAS,WI,SOLON SPRINGS,SOLON SPRINGS MUNI,PU,PU,TOWN OF SOLON SPRINGS ARPT COMM,P.O. BOX 36,"SOLON SPRINGS, WI 54873",715-378-2235,NEIL MATHISON,11268 S TWIN LAKE RD,"SOLON SPRINGS, WI 54573",(218) 348-3176,046-18-53.1000N,166733.1030N,091-48-58.9500W,0330538.9530W,E,1102.1,S,01E,1990,,GREEN BAY,03,S,128,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GRB,GREEN BAY,,1-800-WX-BRIEF,,,,GRB,Y,1952-08-01,O,,1,NO OBJECTION,N,N,N,N,S,S,2018-07-12,,100LL,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,,122.900,N,CG,N,,13,0,0,0,0,0,0,,,25,1250,2750,,2018-07-12,FAA,2011-06-28,3RD PARTY SURVEY,2009-09-24,,"HGR,TIE",INSTR,Y-L,KOLG,N/A,Basic
